customer_id,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust
600,46-55,Married,2,0,6,M,-0.07,529,66.26,1.0,-80.15,4,71958.6,1091
601,46-55,Married,2,0,5,F,-0.1,230,95.1,1.0,-35.62,1,33474.47,352
602,18-25,Married,2,0,11,F,0.0,351,117.11,1.04,0.0,0,49771.22,441
603,26-35,Married,5,3,11,M,-0.13,776,86.79,1.0,-199.46,11,128970.14,1486
604,18-25,Single,1,0,1,F,-0.14,562,83.92,1.03,-136.24,4,79051.04,967
605,36-45,Single,1,0,4,F,-0.06,272,100.01,1.17,-19.59,1,34804.11,407
606,18-25,Single,1,0,1,M,-0.06,460,74.93,1.0,-35.62,1,46457.67,620
607,70+,Single,1,0,4,M,-0.95,250,84.21,1.01,-572.05,22,50945.69,609
608,26-35,Married,2,0,5,F,-0.8,588,86.75,1.08,-888.32,34,96815.64,1209
609,46-55,Single,1,0,4,M,-0.08,385,89.1,1.02,-44.52,1,49184.49,561
610,46-55,Married,5,3,5,F,-0.03,382,79.48,1.0,-13.36,1,38787.34,488
611,36-45,Married,3,1,12,F,-0.3,497,106.51,1.0,-215.5,8,76263.55,716
612,18-25,Single,1,0,1,F,0.0,570,74.19,1.01,0.0,0,76412.51,1041
613,46-55,Married,2,0,5,M,-0.08,679,104.94,1.15,-105.08,5,143555.16,1577
614,26-35,Single,1,0,1,M,-0.05,554,85.56,1.02,-49.27,2,82480.33,982
615,36-45,Married,5,3,8,M,0.0,242,134.29,1.0,0.0,0,57342.02,427
616,46-55,Single,1,0,9,M,-0.07,548,122.78,1.0,-53.43,1,94296.18,768
617,46-55,Married,3,1,5,F,-0.05,256,83.52,1.0,-19.59,1,34157.68,410
618,56-70,Single,1,0,4,M,-0.34,316,102.95,1.0,-135.36,5,41282.86,401
619,36-45,Single,2,1,4,F,-0.13,996,96.89,1.0,-258.24,6,196878.97,2032
620,26-35,Married,3,1,4,F,0.0,545,105.45,1.0,0.0,0,78873.61,748
621,46-55,Married,2,0,4,F,-0.39,548,111.91,1.0,-391.64,14,111686.15,1001
622,36-45,Married,4,2,5,F,-0.01,1125,110.54,1.01,-17.81,1,245076.25,2236
623,36-45,Married,2,0,3,F,0.0,239,106.05,1.13,0.0,0,75509.0,804
624,26-35,Married,5,3,11,F,-0.13,562,115.62,1.0,-108.64,3,93656.14,814
625,36-45,Married,2,0,6,F,0.0,394,125.07,1.0,0.0,0,58906.56,471
626,36-45,Single,2,1,4,F,-2.0,1451,93.27,1.01,-5655.2,171,264033.32,2866
627,46-55,Married,4,2,4,M,-1.11,1124,94.29,1.07,-3807.38,128,323317.55,3683
628,46-55,Married,3,1,4,M,-1.13,572,96.96,1.0,-865.54,36,74269.49,766
629,56-70,Single,1,0,6,F,-0.48,184,133.44,1.0,-96.18,3,26820.66,201
630,26-35,Single,1,0,4,F,0.0,237,110.15,1.0,0.0,0,44061.96,400
631,56-70,Married,2,0,5,M,-0.05,352,105.48,1.0,-19.59,1,44195.03,419
632,46-55,Married,2,0,5,M,-2.58,842,103.43,1.08,-3639.12,143,145942.91,1525
633,36-45,Single,2,1,4,F,-0.18,789,93.28,1.01,-168.3,4,89358.24,969
634,56-70,Married,5,3,5,M,-0.54,418,96.14,1.0,-336.6,12,59797.25,622
635,56-70,Married,2,0,10,F,-0.12,274,125.65,1.0,-35.62,1,38824.74,309
636,56-70,Married,2,0,3,F,-2.56,232,106.4,1.01,-979.55,11,40749.64,385
637,46-55,Single,1,0,6,M,-0.04,587,100.91,1.0,-44.52,2,114635.43,1136
638,36-45,Single,1,0,2,M,-0.4,1048,99.13,1.03,-680.86,22,168912.76,1757
639,36-45,Married,3,1,2,F,-0.25,354,97.38,1.0,-113.09,3,43723.53,449
640,26-35,Married,4,2,5,M,-0.09,388,84.91,1.01,-89.04,4,83556.33,996
641,46-55,Single,1,0,5,F,-0.63,324,104.01,1.0,-330.68,18,54811.98,527
642,36-45,Single,1,0,3,M,-0.08,395,104.17,1.0,-44.52,1,55733.45,535
643,26-35,Single,1,0,2,F,0.0,281,112.55,1.17,0.0,0,58186.59,605
644,26-35,Single,1,0,4,M,-0.07,272,72.3,1.0,-44.52,3,46631.68,645
645,36-45,Married,3,1,4,M,0.0,358,75.54,1.0,0.0,0,35351.19,469
646,36-45,Single,1,0,2,M,0.0,313,75.59,1.1,0.0,0,34468.31,501
647,56-70,Married,2,0,4,F,-0.42,382,105.66,1.1,-215.5,7,54839.83,570
648,36-45,Married,5,3,4,M,-0.04,461,84.46,1.05,-19.59,1,47041.67,586
649,46-55,Married,4,2,2,M,-0.23,816,95.31,1.02,-236.52,10,96068.62,1024
650,46-55,Single,1,0,5,F,-0.29,456,80.26,1.0,-309.89,15,86362.67,1080
651,36-45,Single,1,0,5,M,0.0,327,125.57,1.01,0.0,0,50980.95,410
652,46-55,Married,2,0,6,M,-0.26,567,87.17,1.0,-211.75,9,72006.39,826
653,46-55,Married,5,3,4,F,-0.74,253,113.9,1.03,-258.77,9,39863.27,360
654,46-55,Married,2,0,6,F,0.0,206,119.23,1.0,0.0,0,28853.33,242
655,46-55,Married,2,0,3,M,-0.08,968,107.24,1.0,-131.44,2,180593.28,1692
656,36-45,Married,5,3,5,M,-0.27,328,99.77,1.0,-124.67,2,46594.0,467
657,26-35,Married,4,2,1,M,-0.75,734,108.96,1.02,-1037.77,36,150359.22,1403
658,46-55,Single,1,0,4,M,-0.06,614,80.16,1.0,-51.95,2,69581.0,868
659,18-25,Single,1,0,1,F,-0.26,681,100.52,1.13,-562.44,22,213800.89,2399
660,36-45,Married,2,0,6,M,0.0,483,99.22,1.11,0.0,0,84335.94,940
661,26-35,Married,5,3,4,F,-0.49,426,126.28,1.01,-285.4,8,73875.36,589
662,36-45,Single,1,0,3,M,0.0,91,116.63,1.07,0.0,0,12829.01,118
663,56-70,Single,1,0,1,F,0.0,320,60.09,1.0,0.0,0,33169.78,552
664,56-70,Married,2,0,8,M,-0.24,599,126.76,1.0,-222.63,8,119664.5,944
665,26-35,Single,1,0,7,F,-0.29,565,113.32,1.0,-382.91,5,150832.0,1331
666,26-35,Single,1,0,4,M,-0.02,956,88.53,1.0,-35.62,1,132090.15,1492
667,26-35,Married,2,0,6,M,-0.12,834,74.91,1.01,-175.13,7,112066.97,1512
668,26-35,Married,2,0,1,F,-0.02,636,83.88,1.12,-19.59,1,81361.82,1082
669,70+,Married,2,0,4,F,0.0,442,111.0,1.05,0.0,0,75256.96,713
670,26-35,Married,3,1,6,M,-0.78,175,107.02,1.0,-170.98,5,23438.31,219
671,46-55,Single,1,0,1,F,-0.66,225,110.87,1.12,-201.26,9,34038.04,343
672,46-55,Married,3,1,4,F,0.0,448,76.59,1.18,0.0,0,52844.81,817
673,36-45,Married,5,3,4,F,-0.07,392,101.18,1.01,-35.62,1,50590.02,506
674,56-70,Married,2,0,7,M,0.0,259,94.62,1.01,0.0,0,55162.87,591
675,70+,Single,1,0,2,M,0.0,199,89.9,1.01,0.0,0,29037.59,325
676,46-55,Single,1,0,5,F,0.0,589,116.33,1.0,0.0,0,121684.75,1046
677,36-45,Single,1,0,5,M,-0.03,322,96.53,1.0,-44.52,1,124625.38,1291
678,26-35,Single,1,0,5,F,-0.06,500,89.47,1.0,-55.21,2,79184.72,889
679,36-45,Single,2,1,4,F,0.0,469,112.11,1.0,0.0,0,153370.43,1368
680,46-55,Married,5,3,8,M,0.0,553,103.05,1.01,0.0,0,85221.47,834
681,70+,Married,2,0,2,F,-0.26,245,80.7,1.0,-119.33,2,36962.32,458
682,56-70,Married,3,1,2,F,-1.04,529,102.49,1.0,-768.15,30,75845.95,740
683,46-55,Married,2,0,5,F,-0.11,747,96.32,1.0,-115.76,3,102962.41,1069
684,36-45,Married,2,0,3,F,-0.81,391,81.81,1.0,-687.99,16,69129.66,845
685,46-55,Single,1,0,3,F,-0.04,346,91.68,1.04,-17.81,1,37314.36,422
686,26-35,Married,2,0,4,M,-0.05,355,111.84,1.0,-26.71,1,56031.01,501
687,36-45,Married,2,0,5,M,-0.15,638,90.65,1.12,-146.04,5,86384.86,1068
688,36-45,Single,1,0,3,M,-0.09,452,68.15,1.0,-56.99,2,41710.75,612
689,46-55,Married,2,0,6,M,0.0,534,65.59,1.0,0.0,0,60082.37,917
690,26-35,Single,3,2,3,F,-0.1,373,102.37,1.04,-55.21,2,54666.75,557
691,46-55,Married,4,2,4,M,-0.09,712,103.09,1.02,-120.51,4,136494.81,1348
692,36-45,Married,5,3,8,M,-0.44,213,100.52,1.02,-117.54,6,26738.95,271
693,26-35,Single,2,1,4,F,-0.11,255,131.04,1.0,-35.62,1,44421.42,339
694,46-55,Married,2,0,4,M,-0.21,679,98.81,1.16,-229.74,11,110662.8,1297
695,56-70,Married,2,0,6,F,-0.27,1028,118.96,1.0,-479.08,25,208425.62,1755
696,46-55,Single,1,0,4,F,0.0,297,58.15,1.01,0.0,0,34250.6,593
697,56-70,Married,2,0,8,M,-0.21,176,127.11,1.0,-47.19,3,28599.08,225
698,26-35,Married,3,1,4,F,-0.03,277,87.35,1.0,-17.81,1,51798.23,593
699,26-35,Married,4,2,4,F,-0.03,830,88.57,1.04,-35.62,1,102567.0,1207
700,46-55,Single,4,3,4,F,-0.47,475,88.45,1.08,-280.8,8,52981.27,647
701,36-45,Single,1,0,1,F,0.0,147,64.82,1.01,0.0,0,26901.54,420
702,26-35,Single,1,0,5,M,-0.03,396,87.51,1.03,-17.81,1,46553.03,546
703,46-55,Married,2,0,6,M,-0.06,587,112.37,1.18,-54.85,2,106076.88,1110
704,46-55,Married,5,3,6,M,-0.38,689,101.25,1.01,-362.43,12,97601.59,969
705,46-55,Married,3,1,6,F,-0.03,780,131.26,1.09,-35.62,1,152134.06,1258
706,56-70,Married,3,1,3,F,-1.81,739,96.58,1.05,-3284.92,115,175388.58,1903
707,26-35,Single,1,0,5,M,-0.19,305,119.5,1.0,-68.86,3,43618.18,365
708,36-45,Married,3,1,5,M,-0.1,692,100.77,1.08,-124.67,3,124646.34,1336
709,46-55,Married,3,1,6,F,-0.05,504,111.81,1.0,-35.61,2,87096.93,779
710,26-35,Married,5,3,4,M,-10.93,472,184.86,1.0,-6370.77,118,107773.53,583
711,36-45,Married,2,0,3,F,-0.03,1250,85.77,1.0,-113.0,3,357911.09,4173
712,46-55,Married,3,1,5,M,-1.01,554,111.9,1.01,-774.44,47,85824.73,775
713,46-55,Married,5,3,5,M,-0.08,349,98.38,1.0,-41.22,3,52045.25,530
714,26-35,Married,4,2,8,F,-0.12,507,108.52,1.06,-89.05,1,80844.19,788
715,18-25,Single,1,0,1,M,-0.27,462,89.92,1.01,-171.86,9,57820.55,647
716,36-45,Single,4,2,1,M,-0.09,368,98.44,1.01,-44.52,1,46364.86,475
717,46-55,Married,2,0,12,F,-0.35,434,96.66,1.0,-181.66,5,50652.44,524
718,70+,Single,1,0,3,M,-0.06,266,79.15,1.02,-26.71,1,36804.45,472
719,56-70,Married,2,0,2,F,-0.15,377,139.67,1.0,-89.05,3,82544.52,591
720,46-55,Single,1,0,1,M,-0.05,425,77.9,1.0,-26.71,2,44950.41,577
721,36-45,Married,5,3,4,F,0.0,150,101.94,1.01,0.0,0,16105.89,160
722,36-45,Married,2,0,9,F,-0.09,370,107.05,1.0,-44.52,1,54169.35,506
723,36-45,Married,2,0,7,M,-0.49,233,111.76,1.0,-133.57,2,30399.81,272
724,26-35,Married,3,1,6,F,-0.14,488,92.06,1.01,-89.05,1,56709.17,621
725,56-70,Married,3,1,3,F,-0.86,1011,94.42,1.0,-1155.86,26,127371.68,1350
726,46-55,Single,3,1,5,M,-0.13,393,91.73,1.0,-71.24,3,48890.55,533
727,36-45,Married,5,3,4,M,-0.07,371,92.02,1.0,-35.62,1,45823.85,498
728,46-55,Single,1,0,5,M,0.0,160,91.04,1.02,0.0,0,17389.29,194
729,46-55,Married,3,1,6,M,-0.45,725,107.27,1.0,-434.21,6,103514.3,965
730,46-55,Single,2,1,5,F,-0.16,222,106.41,1.0,-41.86,2,28198.48,265
731,70+,Single,1,0,4,M,0.0,111,126.15,1.02,0.0,0,41378.18,334
732,36-45,Married,2,0,2,M,0.0,266,94.43,1.0,0.0,0,75261.24,797
733,36-45,Married,3,1,6,F,-0.45,575,134.25,1.0,-567.24,10,169155.74,1260
734,70+,Married,2,0,5,F,0.0,158,81.19,1.0,0.0,0,15425.81,190
735,46-55,Married,2,0,5,M,-0.37,948,115.96,1.06,-860.18,29,272030.9,2476
736,56-70,Married,4,2,4,M,-0.13,493,106.54,1.0,-89.05,1,72873.69,684
737,36-45,Single,4,3,4,M,-0.81,688,87.17,1.02,-1308.58,57,140174.48,1637
738,46-55,Single,1,0,1,M,0.0,261,129.45,1.0,0.0,0,51261.16,396
739,26-35,Married,2,0,9,F,0.0,180,90.46,1.0,0.0,0,24786.19,274
740,46-55,Married,2,0,4,F,-0.04,425,88.39,1.0,-35.62,2,70708.9,800
741,46-55,Married,3,1,8,F,0.0,406,130.87,1.0,0.0,0,75512.23,577
742,46-55,Married,2,0,2,F,-0.11,418,81.24,1.02,-75.69,3,54429.55,684
743,46-55,Married,2,0,2,M,-0.04,523,102.27,1.07,-39.18,2,90104.05,939
744,70+,Single,1,0,4,F,0.0,599,77.34,1.01,0.0,0,77029.5,1004
745,36-45,Single,1,0,1,M,-0.07,724,107.42,1.08,-64.12,3,104413.19,1049
746,26-35,Single,1,0,2,F,0.0,387,111.44,1.0,0.0,0,90151.59,809
747,36-45,Single,1,0,3,F,0.0,204,123.39,1.04,0.0,0,32575.83,274
748,46-55,Married,3,1,8,F,-4.25,1351,105.32,1.11,-9978.66,345,247401.42,2604
749,36-45,Married,4,2,5,F,-0.11,747,111.81,1.03,-126.45,4,131715.45,1216
750,18-25,Married,2,0,2,F,-0.11,549,96.67,1.0,-142.47,5,121128.2,1255
751,26-35,Single,1,0,5,F,-0.02,540,137.1,1.0,-10.69,1,91585.37,668
752,26-35,Married,5,3,1,F,0.0,447,77.0,1.0,0.0,0,44891.67,583
753,26-35,Married,2,0,5,F,-0.2,504,121.8,1.12,-222.61,10,132393.74,1218
754,46-55,Single,1,0,2,F,-0.32,539,115.13,1.06,-281.04,5,99705.4,922
755,36-45,Married,2,0,5,F,-0.74,869,111.18,1.03,-1000.2,12,150320.47,1397
756,36-45,Married,2,0,11,F,0.0,552,90.39,1.1,0.0,0,77460.73,946
757,36-45,Single,1,0,6,F,-0.37,526,85.89,1.01,-240.43,10,55745.61,654
758,26-35,Married,2,0,9,M,0.0,363,88.68,1.03,0.0,0,42210.37,489
759,46-55,Single,1,0,5,M,0.0,141,108.3,1.01,0.0,0,16677.6,155
760,46-55,Married,5,3,5,F,-0.04,589,127.55,1.03,-29.38,2,91327.67,739
761,46-55,Married,4,2,4,F,-0.41,404,88.25,1.0,-277.48,1,60187.29,682
762,46-55,Single,1,0,4,F,-0.09,614,66.13,1.0,-89.05,4,66458.97,1008
763,26-35,Married,2,0,4,M,-0.31,543,88.74,1.06,-224.4,8,64604.76,775
764,46-55,Married,2,0,12,M,0.0,263,118.98,1.0,0.0,0,50092.04,421
765,26-35,Single,2,1,1,M,-0.42,628,98.05,1.0,-501.88,11,116489.21,1190
766,36-45,Married,2,0,9,M,-2.09,670,114.96,1.04,-2191.29,77,120588.07,1096
767,36-45,Single,1,0,5,M,-0.37,630,110.97,1.02,-429.27,18,129505.2,1188
768,26-35,Single,3,2,4,F,-0.51,315,106.85,1.0,-195.91,4,41031.18,384
769,46-55,Married,2,0,1,F,-0.12,924,96.91,1.0,-192.35,9,149632.39,1544
770,46-55,Married,3,1,6,F,-1.15,139,84.09,1.0,-246.37,11,17994.69,214
771,36-45,Married,2,0,4,M,-0.14,342,150.63,1.11,-122.44,5,131200.37,964
772,36-45,Single,1,0,4,F,-0.3,895,96.4,1.0,-415.69,9,135242.3,1403
773,36-45,Married,3,1,4,F,-0.17,358,87.14,1.03,-80.14,2,41739.81,491
774,46-55,Married,4,2,4,F,-1.02,466,93.9,1.06,-675.81,35,62348.58,702
775,18-25,Married,3,1,2,M,0.0,138,89.25,1.0,0.0,0,14904.12,167
776,46-55,Single,1,0,2,F,-0.65,751,101.45,1.0,-805.74,26,125901.73,1241
777,70+,Married,3,1,7,F,-0.13,226,104.75,1.0,-35.62,2,29645.39,283
778,46-55,Single,3,1,5,F,-0.03,453,70.9,1.0,-17.81,1,48427.54,683
779,26-35,Single,3,2,4,M,-0.15,792,89.24,1.0,-177.2,8,107708.81,1207
780,46-55,Single,1,0,8,M,-0.16,595,112.41,1.02,-139.8,4,96110.04,869
781,46-55,Single,1,0,7,M,-2.3,963,131.12,1.09,-4447.69,34,253071.12,2102
782,56-70,Married,2,0,9,M,-0.26,1228,114.54,1.1,-604.91,32,261714.49,2515
783,46-55,Married,5,3,1,F,-0.27,311,83.01,1.07,-118.7,3,36359.97,470
784,46-55,Single,2,1,4,M,-0.09,705,120.89,1.0,-92.61,4,118476.56,980
785,36-45,Married,3,1,5,M,0.0,494,89.77,1.0,0.0,0,93813.25,1045
786,70+,Married,2,0,6,M,-0.18,147,111.46,1.0,-35.62,2,22402.46,201
787,26-35,Married,2,0,6,F,-1.13,669,93.04,1.0,-1312.56,63,107738.87,1158
788,70+,Single,1,0,3,M,0.0,313,98.38,1.0,0.0,0,47812.52,486
789,46-55,Married,2,0,1,F,-0.12,615,122.73,1.04,-147.28,2,156726.52,1324
790,56-70,Single,1,0,4,F,-0.13,460,98.12,1.03,-90.83,2,67702.06,711
791,46-55,Single,1,0,6,F,-0.12,535,122.15,1.03,-97.95,3,98330.51,833
792,36-45,Married,2,0,4,M,-0.31,560,92.03,1.0,-398.23,6,116423.28,1270
793,46-55,Single,2,1,5,M,-0.45,869,118.12,1.02,-771.88,25,203161.94,1758
794,36-45,Single,1,0,3,M,0.0,66,125.97,1.02,0.0,0,11085.63,90
795,46-55,Single,2,1,5,F,-0.22,429,110.61,1.04,-178.1,5,90919.14,852
796,46-55,Married,3,1,5,F,0.0,199,105.37,1.02,0.0,0,24868.24,241
797,46-55,Single,1,0,6,F,-0.13,288,110.31,1.01,-82.37,4,69051.57,633
798,46-55,Single,1,0,4,M,0.0,108,89.43,1.0,0.0,0,20925.79,234
799,70+,Single,1,0,5,F,0.0,892,112.95,1.0,0.0,0,226583.11,2009
800,46-55,Married,2,0,3,F,-0.07,504,83.58,1.02,-65.89,3,80736.72,982
801,26-35,Single,1,0,2,M,-0.24,672,122.33,1.0,-255.04,6,129787.75,1061
802,46-55,Single,1,0,2,F,-1.78,776,132.78,1.02,-1908.34,26,142212.22,1097
803,56-70,Single,1,0,3,F,-1.43,266,93.23,1.0,-530.06,17,34493.43,370
804,70+,Single,1,0,7,M,0.0,180,108.61,1.0,0.0,0,23568.7,217
805,26-35,Single,1,0,7,F,-0.03,499,84.52,1.0,-17.81,1,53753.48,636
806,46-55,Single,1,0,2,M,0.0,312,123.75,1.0,0.0,0,47519.57,384
807,46-55,Married,3,1,5,M,0.0,472,89.92,1.0,0.0,0,76071.37,846
808,70+,Married,2,0,4,M,-0.21,1006,106.18,1.0,-402.51,20,203329.53,1918
809,36-45,Married,3,1,12,M,-0.27,782,107.71,1.01,-321.17,8,127525.97,1193
810,46-55,Married,2,0,6,M,0.0,730,79.89,1.0,0.0,0,104341.63,1309
811,46-55,Married,2,0,1,M,-0.04,720,85.68,1.0,-53.42,3,113015.13,1319
812,46-55,Single,1,0,1,F,0.0,232,75.14,1.0,0.0,0,27125.63,361
813,26-35,Single,3,2,3,M,-0.54,540,77.04,1.01,-661.93,25,94608.88,1236
814,46-55,Married,2,0,11,F,-0.49,413,80.34,1.0,-384.69,19,62507.54,778
815,46-55,Married,2,0,10,F,0.0,318,107.31,1.01,0.0,0,39384.08,371
816,70+,Single,1,0,4,M,-0.04,237,68.26,1.0,-17.81,1,33651.44,493
817,56-70,Married,2,0,4,F,-0.31,428,90.29,1.0,-238.35,10,68620.59,760
818,46-55,Married,2,0,2,M,0.0,72,109.58,1.0,0.0,0,12820.65,117
819,26-35,Married,2,0,4,M,0.0,408,55.12,1.0,0.0,0,45748.81,830
820,36-45,Married,2,0,6,F,-0.48,687,100.49,1.0,-460.9,20,96469.66,960
821,70+,Married,2,0,3,M,-0.34,219,105.61,1.0,-140.7,6,44355.01,420
822,36-45,Single,1,0,6,M,0.0,190,103.16,1.03,0.0,0,24654.29,246
823,36-45,Married,4,2,2,F,-1.98,876,94.13,1.05,-2711.34,109,128678.87,1431
824,46-55,Married,4,2,5,F,-1.13,224,96.22,1.05,-316.66,7,27037.33,296
825,26-35,Married,2,0,4,F,-0.44,350,104.03,1.0,-199.12,2,47435.49,456
826,46-55,Married,2,0,5,F,-0.42,738,117.73,1.09,-402.59,6,111726.39,1032
827,46-55,Married,2,0,7,M,-0.24,120,95.3,1.0,-39.18,2,15724.61,165
828,18-25,Single,2,1,1,M,-0.05,651,102.33,1.04,-85.49,4,161985.41,1652
829,46-55,Single,1,0,1,F,-0.07,522,81.39,1.0,-47.73,1,56239.26,692
830,46-55,Married,2,0,1,M,0.0,195,97.9,1.05,0.0,0,32501.34,349
831,46-55,Married,3,1,9,F,-1.42,769,110.65,1.04,-1515.45,73,117734.98,1108
832,46-55,Single,1,0,4,F,0.0,1297,132.23,1.15,0.0,0,248591.42,2155
833,56-70,Married,2,0,4,M,-0.27,473,109.55,1.0,-191.45,8,77671.08,709
834,70+,Married,3,1,7,M,-0.25,617,93.14,1.0,-260.02,5,98547.08,1058
835,70+,Married,2,0,5,M,-0.22,510,118.42,1.01,-195.9,7,105159.28,899
836,46-55,Single,1,0,5,F,-1.0,191,104.74,1.0,-213.72,7,22413.41,214
837,18-25,Married,2,0,4,F,-0.19,242,70.6,1.0,-89.05,1,32476.96,460
838,26-35,Single,1,0,5,M,0.0,291,118.1,1.0,0.0,0,43341.81,367
839,46-55,Single,1,0,1,M,-0.14,763,97.32,1.05,-170.08,7,116097.68,1254
840,18-25,Married,3,1,6,M,-0.21,291,112.01,1.04,-79.78,2,43570.55,404
841,70+,Married,3,1,4,M,0.0,277,99.12,1.0,0.0,0,42523.41,429
842,46-55,Married,4,2,8,M,-0.35,848,114.42,1.0,-504.72,13,164764.47,1440
843,46-55,Married,2,0,7,F,-0.77,593,95.26,1.0,-866.39,16,107260.66,1126
844,46-55,Married,4,2,5,M,-0.41,1390,97.2,1.05,-997.72,31,233863.71,2529
845,46-55,Single,1,0,1,M,-4.11,303,132.04,1.0,-1847.19,53,59286.15,449
846,26-35,Married,5,3,4,F,-0.06,240,115.04,1.0,-17.81,1,34512.94,300
847,46-55,Married,2,0,6,M,-0.44,273,136.8,1.04,-151.38,4,47058.62,359
848,26-35,Single,3,2,3,M,-0.35,554,95.97,1.01,-432.37,10,117663.97,1243
849,26-35,Married,3,1,5,F,0.0,385,74.2,1.0,0.0,0,37990.91,514
850,46-55,Single,1,0,1,F,-0.38,64,102.92,1.0,-39.18,2,10497.35,102
851,36-45,Married,2,0,6,M,-0.06,526,101.69,1.1,-55.21,2,98641.03,1064
852,46-55,Married,2,0,5,M,-0.15,676,84.58,1.0,-174.54,4,97355.72,1155
853,70+,Single,2,1,2,F,-0.44,352,102.48,1.03,-195.91,6,45708.2,458
854,46-55,Single,1,0,7,F,-0.03,287,97.98,1.0,-19.59,1,55260.91,564
855,56-70,Married,2,0,3,M,-2.02,140,114.3,1.06,-688.2,24,38976.03,360
856,26-35,Single,2,1,2,M,-0.18,375,110.42,1.0,-106.86,3,66580.55,604
857,70+,Single,1,0,7,M,-2.47,374,115.63,1.0,-1162.1,26,54462.72,471
858,46-55,Married,2,0,2,M,0.0,542,85.84,1.0,0.0,0,84900.08,992
859,36-45,Married,3,1,6,F,-0.48,1302,105.54,1.08,-970.35,37,212666.08,2185
860,26-35,Single,1,0,1,F,0.0,238,117.58,1.0,0.0,0,60200.42,512
861,70+,Married,2,0,3,M,-0.06,502,95.16,1.0,-80.14,2,126367.93,1328
862,36-45,Married,3,1,11,F,0.0,379,114.35,1.0,0.0,0,63809.23,558
863,18-25,Single,1,0,1,F,-0.12,656,102.14,1.0,-106.5,1,94068.78,924
864,56-70,Single,1,0,5,F,-1.96,1067,103.86,1.13,-3471.48,156,184358.5,1999
865,26-35,Single,1,0,7,F,-0.04,597,94.3,1.01,-71.24,2,156728.99,1674
866,36-45,Married,2,0,5,F,-0.09,995,93.82,1.1,-190.56,7,209780.88,2457
867,46-55,Married,2,0,5,F,-0.04,378,125.51,1.0,-25.83,3,83837.97,668
868,56-70,Married,3,1,2,M,0.0,150,125.05,1.0,0.0,0,29511.05,236
869,46-55,Married,2,0,5,F,-0.02,589,104.84,1.0,-17.81,1,112181.99,1070
870,26-35,Single,1,0,2,F,0.0,189,110.21,1.0,0.0,0,40004.58,363
871,36-45,Married,3,1,7,F,-0.58,759,105.69,1.06,-840.32,33,153353.36,1544
872,70+,Married,2,0,7,F,-0.18,262,124.73,1.0,-63.22,2,44029.58,353
873,26-35,Married,3,1,4,M,-0.15,629,95.35,1.0,-123.78,7,78757.29,826
874,46-55,Married,2,0,5,F,-0.34,954,106.8,1.11,-481.15,31,149627.4,1559
875,36-45,Married,2,0,6,M,-0.98,351,93.68,1.04,-532.58,20,50682.96,565
876,36-45,Single,1,0,9,F,-0.28,426,129.11,1.0,-208.37,10,95281.85,738
877,46-55,Married,2,0,5,F,-0.46,374,113.12,1.0,-322.17,11,79185.16,700
878,70+,Married,2,0,8,F,-0.72,1058,95.77,1.02,-1202.65,29,160122.06,1699
879,46-55,Single,1,0,4,M,-0.65,436,99.57,1.0,-732.52,37,111519.6,1123
880,56-70,Single,1,0,2,M,-0.02,326,93.65,1.02,-8.9,1,52071.05,569
881,18-25,Single,2,1,3,M,-1.18,293,131.3,1.21,-642.35,15,71429.55,658
882,18-25,Single,2,1,3,F,-0.36,267,133.39,1.01,-108.64,3,39750.28,300
883,46-55,Married,2,0,2,M,-0.11,443,124.36,1.06,-56.99,2,65167.05,558
884,36-45,Married,5,3,2,M,0.0,186,92.88,1.0,0.0,0,28234.27,304
885,46-55,Married,2,0,2,M,0.0,500,118.05,1.0,0.0,0,101880.84,863
886,46-55,Married,3,1,5,M,-0.16,339,102.6,1.0,-124.66,6,81154.34,791
887,26-35,Single,2,1,1,M,-0.1,264,80.6,1.08,-42.21,2,32400.13,436
888,26-35,Married,3,1,4,F,-0.09,359,128.09,1.01,-42.74,3,60586.7,476
889,36-45,Single,1,0,4,M,-1.84,891,93.37,1.01,-3207.64,126,162925.68,1764
890,46-55,Married,2,0,6,M,-0.25,824,112.7,1.0,-253.61,9,114394.96,1020
891,36-45,Married,2,0,5,F,-0.53,485,96.06,1.11,-538.74,19,96731.56,1115
892,46-55,Single,1,0,2,M,-0.09,143,84.5,1.01,-26.71,1,24675.29,295
893,36-45,Married,2,0,5,F,0.0,94,97.72,1.0,0.0,0,10651.21,109
894,18-25,Single,3,1,5,F,-1.19,546,104.33,1.0,-1161.2,42,101516.53,973
895,70+,Married,2,0,5,F,-0.08,312,100.73,1.02,-35.62,1,44322.64,447
896,56-70,Married,2,0,4,M,-0.59,617,93.43,1.05,-472.49,11,74557.7,841
897,46-55,Single,1,0,4,M,-4.44,97,94.12,1.0,-639.36,32,13553.21,144
898,36-45,Married,3,1,4,F,-0.36,1318,107.13,1.11,-1162.08,27,347968.46,3593
899,46-55,Married,3,1,6,F,0.0,273,114.94,1.0,0.0,0,57700.91,502
900,56-70,Married,4,2,4,M,-0.02,748,96.29,1.0,-17.81,1,102168.5,1061
